专家,打分,标准
评审专家23,68,53.50
评审专家24,73,56.86
评审专家45,58,49.93
评审专家27,66,55.00
评审专家9,54,47.40
评审专家5,82,65.42
评审专家22,80,58.64
评审专家19,64,45.83
评审专家10,60,50.69
评审专家10,60,50.69
评审专家39,60,39.06
评审专家35,65,49.26
评审专家27,63,50.23
评审专家15,71,57.83
评审专家20,50,41.52
评审专家16,60,44.17
评审专家18,60,46.64
评审专家44,67,50.36
评审专家2,66,53.61
评审专家39,64,44.26
评审专家11,60,41.48
评审专家37,60,49.71
评审专家19,61,40.85
评审专家22,84,61.61
评审专家26,50,38.03
评审专家7,68,52.44
评审专家26,57,48.52
评审专家4,60,40.44
评审专家45,59,51.07
评审专家22,73,53.45
评审专家39,76,59.87
评审专家34,72,61.41
评审专家39,75,58.57
评审专家21,65,65.49
评审专家4,62,43.76
评审专家29,62,49.03
评审专家2,66,53.61
评审专家19,66,49.16
评审专家13,62,49.12
评审专家16,59,65.00
评审专家32,63,47.32
评审专家41,72,59.40
评审专家20,53,44.20
评审专家26,50,38.03
评审专家30,60,57.08
评审专家31,71,54.91
评审专家42,72,59.20
评审专家3,70,52.65
评审专家7,65,48.01
评审专家9,49,42.66
评审专家5,69,51.04
评审专家28,66,49.42
评审专家24,62,43.82
评审专家27,70,61.35
评审专家4,67,52.06
评审专家45,54,45.38
评审专家10,55,44.73
评审专家14,59,50.66
评审专家4,66,50.40
评审专家30,52,43.81
评审专家6,60,47.63
评审专家18,52,37.58
评审专家3,64,42.72
评审专家41,66,50.45
评审专家25,68,58.34
评审专家35,62,43.87
评审专家24,59,40.26
评审专家7,55,33.25
评审专家23,55,38.69
评审专家9,40,48.00
评审专家16,64,48.50
评审专家7,63,45.06
评审专家26,53,42.53
评审专家29,69,57.25
评审专家25,60,49.25
评审专家11,65,48.38
评审专家12,50,38.88
评审专家7,68,52.44
评审专家43,67,55.82
评审专家25,61,50.39
评审专家12,68,57.05
评审专家35,65,49.26
评审专家45,56,47.65
评审专家12,55,43.93
评审专家20,60,50.47
评审专家34,54,35.45
评审专家24,74,58.05
评审专家32,65,50.02
评审专家31,57,41.39
评审专家7,72,58.34
评审专家22,55,40.09
评审专家41,62,44.49
评审专家2,62,46.60
评审专家31,77,60.70
评审专家17,68,46.21
评审专家21,55,46.37
评审专家36,65,46.06
评审专家43,60,46.85
评审专家33,63,44.86
评审专家22,68,49.74
评审专家14,59,50.66
评审专家3,67,47.68
评审专家8,57,39.92
评审专家29,74,56.00
评审专家22,63,46.02
评审专家10,75,68.59
评审专家44,69,54.53
评审专家9,45,45.00
评审专家14,59,50.66
评审专家30,54,47.13
评审专家39,78,62.47
评审专家5,78,61.00
评审专家8,67,52.17
评审专家45,59,51.07
评审专家44,67,50.36
评审专家44,69,54.53
评审专家12,62,51.00
评审专家37,63,53.51
评审专家5,63,44.40
评审专家6,58,44.22
评审专家10,55,44.73
评审专家25,63,52.66
评审专家22,76,55.67
评审专家22,58,42.31
评审专家3,79,67.54
评审专家36,65,46.06
评审专家31,59,43.32
评审专家7,60,40.63
评审专家14,46,35.17
评审专家24,62,43.82
评审专家17,78,59.97
评审专家20,50,41.52
评审专家6,58,44.22
评审专家27,60,45.46
评审专家27,66,55.00
评审专家19,67,50.82
评审专家12,50,38.88
评审专家41,69,54.92
评审专家15,55,37.53
评审专家27,56,39.10
评审专家30,56,50.45
评审专家20,48,39.73
评审专家37,67,58.59
评审专家16,71,56.08
评审专家21,51,38.72
评审专家24,72,55.68
评审专家38,53,40.70
评审专家20,48,39.73
评审专家14,63,55.43
评审专家11,78,66.34
评审专家15,66,51.49
评审专家25,53,41.30
评审专家45,52,50.00
评审专家20,75,40.00
评审专家26,57,48.52
评审专家13,55,40.78
评审专家14,54,44.71
评审专家15,72,59.10
评审专家2,66,53.61
评审专家39,60,39.06
评审专家41,70,56.42
评审专家15,60,43.87
评审专家11,60,41.48
评审专家22,80,58.64
评审专家22,51,37.12
评审专家28,71,56.98
评审专家36,70,55.45
评审专家4,65,48.74
评审专家2,65,51.85
评审专家39,80,65.07
评审专家27,62,48.64
评审专家10,70,62.62
评审专家45,59,51.07
评审专家39,72,54.66
评审专家7,68,52.44
评审专家10,75,68.59
评审专家35,65,49.26
评审专家23,68,53.50
评审专家35,62,43.87
评审专家43,75,66.07
评审专家16,64,48.50
评审专家4,69,55.39
评审专家39,58,36.46
评审专家20,60,50.47
评审专家9,61,54.04
评审专家20,63,53.15
评审专家28,70,55.47
评审专家11,63,45.62
评审专家20,53,44.20
评审专家13,55,40.78
评审专家9,50,43.61
评审专家41,77,66.85
评审专家12,75,64.12
评审专家26,50,38.03
评审专家19,60,39.19
评审专家5,78,61.00
评审专家36,62,40.42
评审专家10,45,32.79
评审专家22,61,44.54
评审专家9,70,62.58
评审专家20,70,59.42
评审专家9,55,48.35
评审专家29,65,52.55
评审专家29,82,72.53
评审专家10,45,32.79
评审专家25,54,42.44
评审专家33,67,51.09
评审专家30,62,60.40
评审专家15,69,55.29
评审专家23,60,44.38
评审专家7,74,61.29
评审专家15,69,55.29
评审专家3,78,65.88
评审专家33,78,68.24
评审专家27,56,39.10
评审专家18,61,47.77
评审专家45,50,40.82
评审专家35,65,49.26
评审专家15,72,59.10
评审专家31,55,39.46
评审专家33,66,49.53
评审专家28,75,63.03
评审专家22,78,57.16
评审专家7,72,58.34
评审专家3,61,37.76
评审专家44,71,58.70
评审专家7,70,55.39
评审专家15,67,52.75
评审专家29,70,58.43
评审专家39,64,44.26
评审专家7,64,46.53
评审专家14,63,55.43
评审专家8,66,50.94
评审专家27,60,45.46
评审专家34,55,36.90
评审专家25,53,41.30
评审专家35,63,45.66
评审专家30,56,50.45
评审专家39,66,46.86
评审专家22,70,51.22
评审专家22,72,52.70
评审专家13,60,46.74
评审专家5,69,51.04
评审专家10,55,44.73
评审专家27,68,58.18
评审专家34,79,60.00
评审专家45,52,50.00
评审专家25,71,61.75
评审专家15,76,64.17
评审专家13,58,44.36
评审专家10,60,50.69
评审专家14,52,42.32
评审专家29,69,57.25
评审专家11,67,51.15
评审专家26,60,53.02
评审专家43,57,43.01
评审专家39,74,57.26
评审专家9,50,43.61
评审专家13,68,56.27
评审专家25,58,46.98
评审专家7,58,37.68
评审专家41,63,45.98
评审专家22,52,37.86
评审专家28,62,43.36
评审专家13,78,68.18
评审专家35,64,47.46
评审专家35,64,47.46
评审专家12,55,43.93
评审专家9,48,41.71
评审专家27,61,47.05
评审专家13,54,39.59
评审专家39,68,49.46
评审专家39,70,52.06
评审专家34,63,48.43
评审专家7,60,40.63
评审专家34,62,46.99
评审专家29,55,40.80
评审专家19,77,67.43
评审专家15,64,48.95
评审专家14,51,41.13
评审专家39,62,41.66
评审专家7,68,52.44
评审专家39,76,40.00
评审专家29,59,45.50
评审专家42,57,46.44
评审专家25,50,37.90
评审专家33,65,47.97
评审专家15,56,38.80
评审专家9,49,42.66
评审专家31,62,46.22
评审专家10,50,38.76
评审专家42,81,50.00
评审专家31,82,65.53
评审专家37,55,43.37
评审专家35,60,40.27
评审专家24,79,63.98
评审专家39,58,36.46
评审专家22,81,59.38
评审专家39,72,54.66
评审专家38,67,57.34
评审专家36,70,55.45
评审专家24,61,42.63
评审专家35,65,49.26
评审专家29,73,61.95
评审专家20,48,39.73
评审专家13,62,49.12
评审专家43,56,41.72
评审专家8,62,46.04
评审专家9,54,47.40
评审专家34,59,42.67
评审专家4,70,57.05
评审专家14,62,54.24
评审专家39,72,54.66
评审专家24,62,43.82
评审专家44,59,33.68
评审专家36,68,51.69
评审专家42,58,47.29
评审专家12,60,48.98
评审专家17,62,37.95
评审专家35,60,40.27
评审专家39,65,45.56
评审专家13,55,40.78
评审专家37,61,50.98
评审专家24,68,50.93
评审专家14,65,57.81
评审专家8,73,49.52
评审专家25,70,60.61
评审专家2,58,39.59
评审专家36,65,46.06
评审专家19,70,55.80
评审专家18,58,44.37
评审专家19,65,47.50
评审专家22,70,51.22
评审专家44,72,60.78
评审专家25,50,37.90
评审专家19,70,55.80
评审专家42,47,37.93
评审专家17,66,43.45
评审专家34,57,39.78
评审专家6,50,30.55
评审专家30,58,53.77
评审专家23,68,53.50
评审专家44,58,31.59
评审专家23,77,63.75
评审专家20,73,62.10
评审专家9,43,50.00
评审专家41,73,55.00
评审专家13,62,49.12
评审专家23,65,50.08
评审专家27,61,47.05
评审专家24,62,43.82
评审专家14,67,60.20
评审专家10,60,50.69
评审专家11,68,52.53
评审专家42,58,47.29
评审专家20,60,50.47
评审专家23,72,58.06
评审专家3,67,47.68
评审专家4,60,40.44
评审专家32,58,40.58
评审专家17,70,48.96
评审专家31,63,47.19
评审专家7,56,34.73
评审专家39,75,58.57
评审专家30,58,53.77
评审专家11,67,51.15
评审专家11,58,38.71
评审专家3,57,31.14
评审专家1,74,57.00
评审专家27,62,48.64
评审专家39,81,66.37
评审专家26,50,38.03
评审专家10,65,56.66
评审专家42,55,44.74
评审专家19,64,45.83
评审专家35,57,34.88
评审专家8,78,65.64
评审专家42,63,51.54
评审专家24,55,35.51
评审专家39,58,36.46
评审专家7,67,50.96
评审专家10,60,50.69
评审专家33,69,54.21
评审专家42,72,59.20
评审专家31,73,56.84
评审专家6,62,51.05
评审专家27,56,39.10
评审专家31,66,50.08
评审专家13,54,39.59
评审专家12,60,48.98
评审专家31,70,53.95
评审专家39,74,57.26
评审专家12,55,43.93
评审专家14,51,41.13
评审专家15,63,47.68
评审专家4,60,40.44
评审专家32,66,51.37
评审专家35,65,49.26
评审专家33,66,49.53
评审专家11,65,65.38
评审专家35,73,63.63
评审专家2,60,43.09
评审专家16,67,51.75
评审专家21,61,57.84
评审专家3,68,49.34
评审专家10,60,50.69
评审专家18,62,48.90
评审专家2,66,53.61
评审专家23,52,35.27
评审专家39,62,41.66
评审专家37,72,64.93
评审专家33,71,57.33
评审专家3,68,49.34
评审专家22,60,43.80
评审专家30,56,50.45
评审专家29,52,37.27
评审专家2,56,36.09
评审专家4,62,43.76
评审专家15,59,42.61
评审专家43,61,48.13
评审专家9,54,47.40
评审专家2,68,57.11
评审专家35,56,33.08
评审专家45,60,52.21
评审专家34,66,52.76
评审专家42,71,58.35
评审专家43,53,37.88
评审专家7,65,48.01
评审专家6,64,54.47
评审专家38,52,39.51
评审专家19,65,47.50
评审专家17,77,58.59
评审专家11,82,71.87
评审专家8,75,61.97
评审专家20,55,45.99
评审专家7,53,30.30
评审专家3,66,46.03
评审专家43,53,37.88
评审专家18,57,43.24
评审专家38,70,60.90
评审专家28,58,57.31
评审专家27,58,42.28
评审专家19,70,55.80
评审专家12,65,54.03
评审专家32,58,40.58
评审专家11,67,51.15
评审专家39,68,49.46
评审专家16,65,49.58
评审专家45,47,37.40
评审专家42,46,37.08
评审专家2,75,69.37
评审专家27,58,42.28
评审专家22,82,60.13
评审专家19,63,48.17
评审专家29,67,54.90
评审专家12,50,38.88
评审专家13,58,44.36
评审专家14,56,47.09
评审专家45,58,49.93
评审专家40,61,42.36
评审专家41,62,44.49
评审专家34,64,49.88
评审专家24,59,40.26
评审专家41,69,54.92
评审专家37,53,40.83
评审专家36,70,55.45
评审专家45,50,40.82
评审专家27,71,62.94
评审专家39,78,62.47
评审专家22,68,49.74
评审专家13,53,38.40
评审专家7,60,40.63
评审专家8,50,41.35
评审专家42,82,67.71
评审专家36,65,46.06
评审专家31,50,34.63
评审专家13,62,49.12
评审专家30,57,52.11
评审专家45,52,43.10
评审专家8,71,57.07
评审专家41,73,60.89
评审专家41,67,51.94
评审专家8,67,52.17
评审专家38,63,52.58
评审专家2,65,51.85
评审专家34,70,58.53
评审专家34,51,31.13
评审专家26,52,41.03
评审专家35,67,52.85
评审专家24,64,46.19
评审专家20,53,44.20
评审专家3,59,34.45
评审专家6,60,47.63
评审专家5,61,42.19
评审专家6,64,54.47
评审专家2,66,53.61
评审专家11,75,62.20
评审专家29,50,34.92
评审专家23,63,47.80
评审专家32,61,55.00
评审专家9,81,73.01
评审专家3,68,49.34
评审专家29,69,57.25
评审专家39,74,57.26
评审专家11,62,44.24
评审专家26,53,42.53
评审专家14,69,62.58
评审专家44,69,54.53
评审专家30,78,72.94
评审专家39,64,44.26
评审专家27,64,51.82
评审专家29,52,37.27
评审专家39,60,39.06
评审专家14,72,66.15
评审专家13,65,52.69
评审专家8,62,46.04
评审专家8,64,48.49
评审专家4,58,37.11
评审专家28,67,50.93
评审专家4,58,37.11
评审专家39,68,49.46
评审专家2,73,65.87
评审专家21,54,44.45
评审专家26,50,38.03
评审专家36,70,55.45
评审专家29,65,52.55
评审专家20,45,37.04
评审专家39,76,59.87
评审专家1,71,53.27
评审专家24,78,62.79
评审专家37,62,52.25
评审专家11,58,38.71
评审专家9,74,66.37
评审专家6,68,61.30
评审专家22,57,41.57
评审专家15,59,42.61
评审专家21,61,57.84
评审专家38,54,41.89
评审专家25,57,45.85
评审专家37,54,42.10
评审专家30,54,47.13
评审专家10,50,38.76
评审专家2,70,60.61
评审专家12,70,59.07
评审专家42,62,50.69
评审专家35,78,72.62
评审专家19,68,52.48
评审专家32,65,50.02
评审专家3,67,47.68
评审专家6,68,61.30
评审专家38,78,70.41
评审专家19,78,69.09
评审专家38,62,51.40
评审专家4,68,53.73
评审专家14,53,43.51
评审专家4,72,60.37
评审专家39,76,59.87
评审专家39,70,52.06
评审专家6,53,35.67
评审专家11,55,60.00
评审专家41,63,45.98
评审专家9,60,53.09
评审专家14,57,48.28
评审专家16,80,65.82
评审专家34,74,64.30
评审专家23,64,48.94
评审专家13,75,64.60
评审专家20,75,63.89
评审专家41,60,41.51
评审专家33,59,38.62
评审专家23,50,32.99
评审专家39,72,54.66
评审专家42,64,52.39
评审专家39,70,52.06
评审专家18,70,57.96
评审专家25,91,80.00
评审专家8,76,63.19
评审专家23,63,47.80
评审专家39,75,58.57
评审专家9,46,39.82
评审专家33,65,47.97
评审专家10,55,44.73
评审专家37,67,58.59
评审专家16,69,53.91
评审专家24,55,35.51
评审专家5,57,37.77
评审专家45,60,52.21
评审专家42,50,40.48
评审专家12,60,48.98
评审专家3,57,31.14
评审专家14,79,74.50
评审专家39,66,46.86
评审专家36,60,50.00
评审专家22,80,58.64
评审专家22,73,53.45
评审专家24,75,59.23
评审专家5,74,56.57
评审专家43,60,46.85
评审专家8,73,59.52
评审专家10,70,62.62
评审专家35,70,58.24
评审专家18,58,44.37
评审专家39,74,57.26
评审专家14,61,53.05
评审专家20,80,68.37
评审专家37,70,62.39
评审专家39,68,49.46
评审专家27,65,53.41
评审专家9,57,50.25
评审专家32,54,35.19
评审专家37,61,50.98
评审专家42,58,47.29
评审专家30,54,47.13
评审专家37,49,35.76
评审专家9,58,51.20
评审专家28,63,44.88
评审专家40,61,42.36
评审专家7,63,45.06
评审专家20,48,39.73
评审专家14,56,47.09
评审专家8,58,41.15
评审专家6,69,63.01
评审专家38,50,37.13
评审专家38,60,49.02
评审专家30,51,42.16
评审专家39,74,57.26
评审专家3,63,41.07
评审专家34,59,42.67
评审专家20,45,37.04
评审专家34,61,45.55
评审专家17,73,53.09
评审专家43,57,43.01
评审专家10,75,68.59
评审专家39,70,52.06
评审专家10,60,50.69
评审专家6,64,54.47
评审专家34,71,59.97
评审专家8,51,32.57
评审专家1,78,61.98
评审专家44,69,54.53
评审专家33,58,37.06
评审专家10,70,62.62
评审专家25,60,49.25
评审专家13,60,46.74
评审专家26,60,53.02
评审专家39,64,44.26
评审专家42,56,45.59
评审专家39,76,59.87
评审专家4,76,67.01
评审专家6,58,44.22
评审专家26,57,48.52
评审专家23,69,54.64
评审专家28,66,49.42
评审专家8,52,33.80
评审专家39,65,45.56
评审专家43,56,41.72
评审专家28,76,64.54
评审专家17,70,48.96
评审专家34,64,49.88
评审专家40,78,63.80
评审专家40,78,63.80
评审专家3,67,47.68
评审专家24,71,54.49
评审专家22,88,64.58
评审专家31,55,39.46
评审专家10,70,62.62
评审专家8,60,43.60
评审专家12,40,38.78
评审专家35,75,67.23
评审专家30,62,60.40
评审专家18,65,52.30
评审专家28,58,37.31
评审专家2,66,53.61
评审专家25,53,41.30
评审专家5,72,54.36
评审专家8,72,58.29
评审专家15,60,43.87
评审专家28,62,43.36
评审专家3,66,46.03
评审专家14,58,49.47
评审专家29,66,53.73
评审专家29,65,52.55
评审专家41,68,53.43
评审专家31,69,52.98
评审专家13,77,66.99
评审专家3,72,55.96
评审专家43,56,41.72
评审专家39,66,46.86
评审专家39,72,54.66
评审专家10,60,50.69
评审专家21,72,78.88
评审专家9,57,50.25
评审专家28,58,37.31
评审专家19,59,37.53
评审专家9,56,49.30
评审专家20,75,63.89
评审专家45,55,46.52
评审专家4,68,53.73
评审专家43,70,59.67
评审专家34,52,32.57
评审专家35,58,46.00
评审专家37,49,35.76
评审专家39,56,33.85
评审专家10,50,38.76
评审专家19,67,50.82
评审专家3,59,34.45
评审专家31,54,38.50
评审专家35,68,54.65
评审专家25,51,39.03
评审专家14,70,63.77
评审专家27,63,50.23
评审专家44,72,60.78
评审专家25,71,61.75
评审专家20,43,35.25
评审专家41,75,53.00
评审专家31,86,69.39
评审专家20,58,48.68
评审专家31,54,38.50
评审专家31,54,38.50
评审专家12,55,43.93
评审专家25,63,52.66
评审专家22,83,60.87
评审专家39,62,41.66
评审专家1,63,43.32
评审专家33,68,52.65
评审专家37,61,50.98
评审专家39,48,23.45
评审专家42,79,65.15
评审专家40,81,67.58
评审专家8,67,52.17
评审专家31,64,48.15
评审专家7,61,42.11
评审专家11,65,48.38
评审专家19,66,49.16
评审专家39,58,36.46
评审专家43,57,43.01
评审专家27,58,42.28
评审专家37,76,70.00
评审专家18,50,35.32
评审专家33,64,46.41
评审专家18,50,45.00
评审专家25,62,51.53
评审专家25,60,49.25
评审专家29,54,39.62
评审专家36,70,55.45
评审专家45,62,54.49
评审专家17,57,31.07
评审专家33,58,37.06
评审专家16,67,51.75
评审专家31,80,63.60
评审专家16,74,59.33
评审专家42,63,51.54
评审专家7,63,45.06
评审专家4,65,48.74
评审专家29,56,41.97
评审专家35,62,43.87
评审专家45,70,63.61
评审专家27,72,64.53
评审专家2,71,62.37
评审专家22,58,42.31
评审专家31,70,53.95
评审专家18,52,37.58
评审专家5,83,66.53
评审专家30,46,33.86
评审专家45,82,77.28
评审专家20,67,56.73
评审专家29,62,49.03
评审专家4,58,37.11
评审专家21,75,84.61
评审专家44,64,44.10
评审专家5,58,38.87
评审专家25,60,49.25
评审专家19,59,37.53
评审专家31,63,47.19
评审专家36,70,55.45
评审专家44,62,39.93
评审专家7,63,45.06
评审专家16,68,52.83
评审专家38,64,53.77
评审专家13,70,58.65
评审专家3,73,57.61
评审专家22,80,58.64
评审专家24,61,42.63
评审专家34,68,55.64
评审专家34,72,61.41
评审专家45,65,57.91
评审专家15,53,34.99
评审专家9,57,50.25
评审专家2,55,34.33
评审专家11,55,34.57
评审专家11,80,62.10
评审专家42,64,52.39
评审专家9,45,38.87
评审专家38,48,36.76
评审专家31,90,73.26
评审专家37,62,52.25
评审专家20,45,37.04
评审专家25,57,45.85
评审专家30,54,47.13
评审专家17,65,42.08
评审专家33,65,47.97
评审专家21,55,46.37
评审专家44,64,44.10
评审专家12,45,33.83
评审专家10,55,44.73
评审专家12,50,38.88
评审专家27,57,40.69
评审专家39,66,46.86
评审专家36,70,55.45
评审专家15,55,51.00
评审专家22,60,43.80
评审专家14,56,47.09
评审专家43,61,48.13
评审专家8,70,55.84
评审专家43,78,61.00
评审专家12,60,48.98
评审专家14,62,54.24
评审专家39,72,54.66
评审专家8,74,60.74
评审专家4,70,57.05
评审专家39,66,46.86
评审专家26,68,65.01
评审专家35,72,61.83
评审专家26,50,38.03
评审专家9,61,54.04
评审专家2,75,69.37
评审专家7,50,25.87
评审专家35,66,51.05
评审专家24,69,52.12
评审专家39,60,39.06
评审专家14,58,49.47
评审专家36,60,36.67
评审专家10,65,56.66
评审专家29,50,34.92
评审专家41,55,36.00
评审专家26,57,48.52
评审专家13,82,72.94
评审专家6,54,37.38
评审专家3,62,50.00
评审专家3,79,67.54
评审专家27,73,66.12
评审专家44,66,48.27
评审专家33,69,54.21
评审专家30,52,50.81
评审专家12,82,51.19
评审专家13,78,68.18
评审专家45,71,64.75
评审专家3,72,48.00
评审专家3,62,39.41
评审专家43,63,50.70
评审专家38,80,72.79
评审专家44,58,31.59
评审专家23,83,70.59
评审专家7,80,70.15
评审专家13,68,56.27
评审专家26,50,38.03
评审专家22,52,37.86
评审专家25,79,65.00
评审专家37,67,58.59
评审专家19,66,49.16
评审专家31,62,46.22
评审专家24,78,62.79
评审专家15,74,61.63
评审专家5,75,57.68
评审专家9,47,40.76
评审专家27,84,83.61
评审专家18,76,64.75
评审专家33,66,49.53
评审专家7,66,49.49
评审专家16,75,60.41
评审专家36,65,46.06
评审专家19,76,65.77
评审专家18,52,49.00
评审专家22,87,63.84
评审专家19,74,56.45
评审专家44,68,52.44
评审专家20,50,41.52
评审专家34,50,29.69
评审专家13,56,41.97
评审专家15,59,42.61
评审专家34,61,45.55
评审专家31,57,41.39
评审专家30,53,45.47
评审专家15,62,46.41
评审专家30,49,48.00
评审专家22,63,46.02
评审专家38,49,40.00
评审专家10,65,56.66
评审专家44,57,29.51
评审专家7,68,52.44
评审专家3,71,54.30
评审专家11,65,48.38
评审专家35,60,40.27
评审专家38,53,40.70
评审专家42,49,39.63
评审专家35,65,49.26
评审专家36,65,46.06
评审专家15,50,31.19
评审专家18,57,43.24
评审专家15,75,62.90
评审专家11,74,60.82
评审专家6,70,64.71
评审专家27,63,50.23
评审专家35,56,33.08
评审专家43,62,49.41
评审专家25,51,39.03
评审专家30,54,47.13
评审专家31,58,42.36
评审专家30,45,32.20
评审专家25,60,49.25
评审专家28,72,58.49
评审专家45,63,55.63
评审专家33,67,51.09
评审专家8,70,55.84
评审专家24,61,42.63
评审专家39,60,39.06
评审专家38,69,59.71
评审专家2,64,50.10
评审专家44,59,43.68
评审专家18,76,64.75
评审专家28,76,64.54
评审专家6,54,37.38
评审专家33,61,41.74
评审专家29,51,36.10
评审专家19,56,32.54
评审专家3,76,62.57
评审专家41,70,56.42
评审专家39,76,59.87
评审专家33,64,46.41
评审专家28,65,47.90
评审专家12,40,28.78
评审专家34,74,64.30
评审专家23,71,56.92
评审专家39,70,52.06
评审专家17,58,32.45
评审专家10,60,50.69
评审专家1,55,33.37
评审专家25,63,52.66
评审专家23,80,67.17
评审专家29,70,58.43
评审专家42,77,63.45
评审专家15,59,42.61
评审专家24,71,54.49
评审专家8,60,43.60
评审专家18,60,46.64
评审专家10,50,38.76
评审专家8,58,41.15
评审专家22,77,56.42
评审专家22,79,57.90
评审专家6,67,59.59
评审专家24,87,73.47
评审专家15,79,67.98
评审专家33,66,49.53
评审专家44,70,56.61
评审专家27,60,45.46
评审专家31,56,40.43
评审专家22,83,60.87
评审专家36,58,32.91
评审专家45,47,37.40
评审专家33,78,68.24
评审专家27,66,55.00
评审专家10,60,50.69
评审专家44,72,60.78
评审专家5,62,43.30
评审专家17,59,33.82
评审专家8,73,59.52
评审专家17,79,61.34
评审专家10,80,74.56
评审专家16,59,43.09
评审专家45,50,40.82
评审专家9,69,61.63
评审专家24,76,60.42
评审专家15,58,41.34
评审专家4,68,53.73
评审专家19,67,50.82
评审专家19,60,39.19
评审专家39,78,62.47
评审专家30,61,58.74
评审专家33,77,66.68
评审专家37,71,63.66
评审专家35,68,54.65
评审专家26,68,65.01
评审专家7,68,52.44
评审专家19,68,52.48
评审专家26,70,68.01
评审专家36,70,55.45
评审专家24,67,49.75
评审专家8,63,47.27
评审专家26,50,38.03
评审专家14,65,57.81
评审专家29,66,53.73
评审专家7,60,40.63
评审专家29,55,40.80
评审专家18,65,52.30
评审专家37,72,64.93
评审专家35,67,52.85
评审专家20,45,37.04
评审专家42,44,35.38
评审专家45,75,69.31
评审专家35,73,63.63
评审专家17,55,28.32
评审专家13,56,41.97
评审专家36,68,51.69
评审专家39,58,36.46
评审专家7,70,55.39
评审专家8,55,37.47
评审专家16,49,32.26
评审专家31,77,60.70
评审专家9,75,67.32
评审专家27,58,42.28
评审专家37,46,31.95
评审专家3,76,62.57
评审专家33,59,38.62
评审专家24,54,34.33
评审专家8,60,43.60
评审专家41,79,69.83
评审专家32,67,52.71
评审专家18,77,65.88
评审专家10,50,38.76
评审专家29,58,44.32
评审专家8,63,47.27
评审专家6,69,63.01
评审专家21,50,36.80
评审专家15,63,47.68
评审专家6,66,57.88
评审专家16,83,69.07
评审专家3,62,39.41
评审专家42,77,63.45
评审专家27,72,64.53
评审专家24,58,39.07
评审专家36,60,36.67
评审专家33,72,58.89
评审专家37,71,63.66
评审专家36,70,55.45
评审专家33,65,52.00
评审专家33,79,69.80
评审专家33,80,71.36
评审专家33,68,52.65
评审专家24,76,60.42
评审专家24,78,62.79
评审专家33,75,63.56
评审专家40,50,38.00
评审专家40,77,52.00
评审专家44,57,49.00
评审专家40,61,42.36
评审专家33,53,47.26
